id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
query-08,Query,Graph caveats,"As an analyst, I want data-quality warnings so that I know graph limitations.","If caveats present, mono text with info icon below canvas (e.g. ""3 nodes missing attributes"").",graph renders with caveats,caos/frontend/src/app/query/page.tsx:229,POST /api/query/graph,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"If caveats present, mono text with info icon below canvas (e.g. ""3 nodes missing attributes""); API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST query/graph: capability_id(required,minLen=1,maxLen=64)","happy: graph renders with caveats → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-09,Query,Node styling by kind,"As an analyst, I want nodes to reflect type so that I distinguish at a glance.","nodeStyle() kind→shape (issuer/center circle, sector pill, others rect) + colors; exposed/flagged get warning stroke; compact cluster members are small dots, no labels.",graph renders,caos/frontend/src/components/query/node-style.ts:50,none (client-only),Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"compact cluster members are small dots, no labels","happy: graph renders → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-10,Query,Capability rail collapse/expand,"As an analyst, I want to hide the rail so that I reclaim canvas space.",Toggles 234px (full) / 44px (collapsed); collapsed shows ready count per group; titles on hover; toggle in header.,click collapse/expand,caos/frontend/src/components/query/CapabilityRail.tsx:27,none (client-only),Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,steady-state only (static render),"happy: click collapse/expand → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-11,Query,Result header with metadata,"As an analyst, I want the graph mode + metadata so that I know which capability ran.","Header shows mode label (PEERS/CONTAGION/PROVENANCE), title, running spinner, metadata tags (node/link count, date); accent border.",graph loads,caos/frontend/src/app/query/page.tsx:243,POST /api/query/graph,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST query/graph: capability_id(required,minLen=1,maxLen=64)","happy: graph loads → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-12,Query,Greyed capability reasons,"As an analyst, I want why an edge is unavailable so that I know what data to ingest.","Disabled capabilities show reason (e.g. ""no peers stored"", ""cluster incomplete""); non-interactive; visible in collapsed rail on hover.",route load (capabilities),caos/frontend/src/components/query/CapabilityRail.tsx:82,GET /api/query/capabilities,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"Disabled capabilities show reason (e.g. ""no peers stored"", ""cluster incomplete""); API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: route load (capabilities) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-13,Query,Screen-reader accessible graph,"As a visually-impaired analyst, I want the graph readable via screen reader so that I'm not excluded.",SVG title/desc with name + node/edge counts + caveats; sr-only text alternative lists all nodes (kind: label) + edges (source→target).,graph renders,caos/frontend/src/components/query/GraphCanvas.tsx:63,none (client-only),Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,SVG title/desc with name + node/edge counts + caveats,"happy: graph renders → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-14,Query,Metric catalog dictionary,"As an analyst, I want the metric dictionary so that the UI can label, unit, and orient every metric consistently.","GET /api/query/catalog returns {metrics: [...]} — each entry's key, label, unit, polarity (good-is-high/low), and description; read-rate-limited; auth-gated. Backs metric labelling/NL-spec validation across Query/Command.",query/command surfaces request metric metadata,caos/server/routes/query.py:50,GET /api/query/catalog,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,test_nlquery.py::test_catalog_endpoint + test_catalog_has_expected_keys_and_polarity — GET /api/query/catalog returns metric dict.,"GET /api/query/catalog returns {metrics: [...]} — each entry's key, label, unit, polarity (good-is-high/low), and description; read-rate-limited; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: query/command surfaces request metric metadata → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected",0,2026-07-02
upload-01,Upload,Issuer selection step,"As an analyst, I want to choose an issuer when uploading so that docs belong to the right entity.","Step 1 lists issuers (ticker, name, SELECT); click advances to step 2; ""+ ADD NEW ISSUER"" reveals inline form (name required); CREATE persists + auto-advances.",route load / navigation,caos/frontend/src/components/upload/UploadWizard.tsx:26,GET /api/issuers/; POST /api/issuers/,Pass,"Pass — wizard steps, create-issuer write (37→38 persisted), EDGAR 503 not-configured banner; ingest validation covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET api/issuers: limit(min=1,max=2000); offset(min=0) || POST api/issuers: name(required,minLen=1,maxLen=255)","happy: route load / navigation → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
upload-02,Upload,Deep-link issuer pre-selection,"As an analyst from the directory, I want to jump straight to upload so that I don't re-select.","?issuer=<id>; if exists, auto-selects + skips to step 2; only auto-advances from step 1.",navigate ?issuer=id,caos/frontend/src/components/upload/UploadWizard.tsx:42,none (client-only),Pass,"Pass — wizard steps, create-issuer write (37→38 persisted), EDGAR 503 not-configured banner; ingest validation covered by pytest",,,steady-state only (static render),"happy: navigate ?issuer=id → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
upload-03,Upload,Drag-drop file input,"As an analyst, I want to drag-drop all deal docs so that I don't use a file picker.","Drop zone dashed border; accent+blue on dragover; green when queued; ""Drop all deal documents here, or click to browse""; PDF/XLSX; multiple; dedupes by name+size.",step 2,caos/frontend/src/components/upload/steps.tsx:184,none (client-only),Pass,"Pass — wizard steps, create-issuer write (37→38 persisted), EDGAR 503 not-configured banner; ingest validation covered by pytest",,,steady-state only (static render),"happy: step 2 → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
upload-04,Upload,File list with size and remove,"As an analyst, I want to review/remove queued files so that I don't process wrong docs.","Table of queued files (name, size MB, REMOVE); remove updates progress strip.",files added,caos/frontend/src/components/upload/steps.tsx:227,none (client-only),Pass,"Pass — wizard steps, create-issuer write (37→38 persisted), EDGAR 503 not-configured banner; ingest validation covered by pytest",,,steady-state only (static render),"happy: files added → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
